Iso3,Country,Site ID,Site name,Borehole name,Automatic Borehole ID,Local Borehole ID,Latitude,Longitude,Elevation in meters above sea level,Status,Drilling date,Unknown drilling date,Last editor,Date of update,Hidden borehole,Depth in m,Static water level in meters below ground level,Type of pump,Pump brand and model,Pump depth in m,Pump motor power in kilowatt,Energy source,Generator brand and model,Generator capacity in kilovolt-ampere (kVA),Casing diameter in inch,Casing material,Screened areas in m,Sum of screened areas in m,End of casing/start of open hole in m,Aquifer type,Driller's yield in m3/hr,Dynamic Water Level at driller's yield in m,Pumping tests (DWL [m] - yield [m3/hr]),Pumping test quality control evaluation from solar tool (read only),Safe yield from solar tool in m3/hr (read only),Transmissivity from constant rate pumping test in m2/sec,Daily pumping time in h,Date of last water quality control,Conductivity in micro S/cm (microsiemen/cm),pH,Turbidity in NTU,Ammonia concentration in mg/L,Arsenic concentration in micro g/L,Fluoride concentration in mg/L,Nitrate concentration in mg/L,Nitrite concentration in mg/L,E-Coli,Solar potential in % (read only),Investment cost estimation in $ (read only),Maintenance cost estimation (read only),Solar gross payback in years (read only),Amount of CO2 avoided in tonnes/year (read only),Attachment description,Comments
SSD,South Sudan,SSDs004118,Yida,YBH-AF,SSD-SSDs004118-014,YBH-AF,10.12077,30.09512,415,active,27/07/2014,,Temesgen Endale,30/09/2019,no,75,,electrical_pump,"Grundfos 
SP 14 - 13, 4KW",60,4,generator,"1 Lister Petter HSL24 TR3, 
three phases, 18.1 KVA (pF = 0.8, 14.5KW)",18,5,pvc,60.0-69.0,9,,,14,,,,,,4.2,,,,,,,,,,,,,,,,,
SSD,South Sudan,SSDs004118,Yida,012-BH-AT,SSD-SSDs004118-015,Unknown,10.10969,30.09785,404,active,28/08/2014,,,,no,71.5,,electrical_pump,"Grundfos SQ5-70, 1.8KW",54,1.81,generator,"1 Lister Petter HSL8, 
three phases, 8 KVA (pF = 0.8, 4.5 KW)",8,4,pvc,59.5-68.5,9,,,6,,,,,,10.1,,,,,,,,,,,,,,,,,
SSD,South Sudan,SSDs004461,Yusif Batil,BH26,SSD-SSDs004461-001,Unknown,9.96271,33.5715,,active,4/7/2015,,,,no,,35,electrical_pump,Grundfos SQ5 - 70,,3.5,grid_generator,,,4,pvc,,,,fractured_rock,4.6,,,,,,12,,,,2.5,,,,,,,,,,,,,
SSD,South Sudan,SSDs004461,Yusif Batil,BH16,SSD-SSDs004461-002,Unknown,9.97139,33.57236,,active,,,,,no,,30,electrical_pump,Grundfos SQ5 - 70,,3.5,generator,,,4,pvc,,,,fractured_rock,6,,,,,,12,,,,2.5,,,,,,,,,,,,,
SSD,South Sudan,SSDs004461,Yusif Batil,BH15,SSD-SSDs004461-003,Unknown,9.97133,33.57407,,active,2/4/2015,,,,no,,30,electrical_pump,Grundfos SQ5 - 70,,3.5,grid_generator,,,4,pvc,,,,fractured_rock,5.6,,,,,,12,,,,2.5,,,,,,,,,,,,,
SSD,South Sudan,SSDs004461,Yusif Batil,PAE1,SSD-SSDs004461-004,Unknown,9.97326,33.57518,,active,28/07/2015,,,,no,,34,electrical_pump,Grundfos SP 14A - 18,,5.5,grid_generator,,,5,pvc,,,,fractured_rock,11.4,,,,,,12,,,,2.5,,,,,,,,,,,,,
SSD,South Sudan,SSDs004461,Yusif Batil,BH45,SSD-SSDs004461-005,Unknown,9.97617,33.57809,,active,22/07/2015,,,,no,,35,electrical_pump,Grundfos SQ5 - 70,,3.5,grid_generator,,,4,pvc,,,,fractured_rock,6,,,,,,12,,,,2.5,,,,,,,,,,,,,
SSD,South Sudan,SSDs004461,Yusif Batil,PAE2,SSD-SSDs004461-006,Unknown,9.97249,33.57883,,active,10/6/2015,,,,no,,29,electrical_pump,Grundfos SP 8A - 50,,7.5,generator,,,5,pvc,,,,fractured_rock,12,,,,,,12,,,,2.5,,,,,,,,,,,,,
SSD,South Sudan,SSDs004461,Yusif Batil,PAE5,SSD-SSDs004461-007,Unknown,9.96058,33.58073,,active,2/6/2015,,,,no,,23,electrical_pump,Grundfos SP 14A - 18,,5.5,grid_generator,,,5,pvc,,,,fractured_rock,13,,,,,,12,,,,2.5,,,,,,,,,,,,,
SSD,South Sudan,SSDs004461,Yusif Batil,PAE3,SSD-SSDs004461-008,Unknown,9.972,33.58249,,active,17/06/2015,,,,no,,28,electrical_pump,Grundfos SP 14A - 18,,5.5,generator,,,5,pvc,,,,fractured_rock,12,,,,,,12,,,,2.5,,,,,,,,,,,,,
SSD,South Sudan,SSDs004461,Yusif Batil,PAE4,SSD-SSDs004461-009,Unknown,9.96598,33.58447,,active,,,,,no,,33,electrical_pump,Grundfos SP 14A - 25,,7.5,generator,,,5,pvc,,,,fractured_rock,17,,,,,,12,,,,2.5,,,,,,,,,,,,,
SSD,South Sudan,SSDs004461,Yusif Batil,Borehole HP2 PAE,SSD-SSDs004461-010,Unknown,9.966133,33.567952,,active,,,,,no,100,31.4,hand_pump,India MarkII,,,,,,5,pvc,,,,fractured_rock,3.6,,,,,,12,,,,2.5,,,,,,,,,,,,,
SSD,South Sudan,SSDs004461,Yusif Batil,Borehole HP1,SSD-SSDs004461-011,Unknown,9.967583,33.569167,,active,,,,,no,66,25.7,hand_pump,India MarkII,,,,,,4,pvc,,,,fractured_rock,1.125,,,,,,12,,,,2.5,,,,,,,,,,,,,
SSD,South Sudan,SSDs004461,Yusif Batil,Borehole HP4 PAE,SSD-SSDs004461-012,Unknown,9.97508333,33.56995,,active,,,,,no,101,32.4,hand_pump,India MarkII,,,,,,5,pvc,,,,fractured_rock,3,,,,,,12,,,,2.5,,,,,,,,,,,,,
SSD,South Sudan,SSDs004461,Yusif Batil,Borehole HP3,SSD-SSDs004461-013,Unknown,9.98056,33.58,,active,,,,,no,83,37.7,hand_pump,India MarkII,,,,,,4,pvc,,,,fractured_rock,0.7,,,,,,12,,,,2.5,,,,,,,,,,,,,
